0.0	5746
0.1	203
0.2	293
0.30000000000000004	330
0.4	309
0.5	293
0.6000000000000001	262
0.7000000000000001	290
0.8	222
0.9	236
1.0	233
1.1	258
1.2000000000000002	212
1.3	203
1.4000000000000001	185
1.5	213
1.6	153
1.7000000000000002	149
1.8	169
1.9000000000000001	127
2.0	153
2.1	162
2.2	122
2.3000000000000003	162
2.4000000000000004	130
2.5	100
2.6	113
2.7	109
2.8000000000000003	106
2.9000000000000004	103
3.0	88
3.1	105
3.2	76
3.3000000000000003	92
3.4000000000000004	82
3.5	85
3.6	65
3.7	88
3.8000000000000003	60
3.9000000000000004	73
4.0	49
4.1000000000000005	56
4.2	47
4.3	65
4.4	57
4.5	57
4.6000000000000005	46
4.7	47
4.800000000000001	36
4.9	33
5.0	35
5.1000000000000005	44
5.2	31
5.300000000000001	32
5.4	37
5.5	47
5.6000000000000005	24
5.7	32
5.800000000000001	32
5.9	20
6.0	22
6.1000000000000005	31
6.2	23
6.300000000000001	49
6.4	19
6.5	20
6.6000000000000005	18
6.7	25
6.800000000000001	25
6.9	23
7.0	19
7.1000000000000005	19
7.2	13
7.300000000000001	17
7.4	10
7.5	20
7.6000000000000005	20
7.7	23
7.800000000000001	12
7.9	24
8.0	13
8.1	17
8.200000000000001	9
8.3	13
8.4	13
8.5	13
8.6	7
8.700000000000001	10
8.8	20
8.9	9
9.0	8
9.1	14
9.200000000000001	14
9.3	5
9.4	13
9.5	14
9.600000000000001	7
9.700000000000001	12
9.8	7
9.9	8
10.0	16
10.100000000000001	16
10.200000000000001	4
10.3	14
10.4	9
10.5	6
10.600000000000001	9
10.700000000000001	9
10.8	3
10.9	8
11.0	9
11.100000000000001	5
11.200000000000001	8
11.3	8
11.4	9
11.5	9
11.600000000000001	7
11.700000000000001	4
11.8	3
11.9	8
12.0	4
12.100000000000001	3
12.200000000000001	9
12.3	11
12.4	12
12.5	10
12.600000000000001	6
12.700000000000001	9
12.8	5
12.9	5
13.0	8
13.100000000000001	5
13.200000000000001	7
13.3	4
13.4	7
13.5	10
13.600000000000001	5
13.700000000000001	13
13.8	6
13.9	6
14.0	8
14.100000000000001	9
14.200000000000001	5
14.3	11
14.4	6
14.5	10
14.600000000000001	5
14.700000000000001	7
14.8	6
14.9	12
15.0	5
15.100000000000001	12
15.200000000000001	8
15.3	9
15.4	6
15.5	9
15.600000000000001	8
15.700000000000001	8
15.8	8
15.9	13
16.0	6
16.1	4
16.2	12
16.3	7
16.400000000000002	4
16.5	7
16.6	5
16.7	10
16.8	10
16.900000000000002	5
17.0	10
17.1	10
17.2	6
17.3	6
17.400000000000002	6
17.5	11
17.6	6
17.7	10
17.8	7
17.900000000000002	4
18.0	11
18.1	4
18.2	8
18.3	10
18.400000000000002	13
18.5	5
18.6	6
18.7	4
18.8	10
18.900000000000002	7
19.0	3
19.1	6
19.200000000000003	6
19.3	4
19.400000000000002	6
19.5	9
19.6	3
19.700000000000003	6
19.8	10
19.900000000000002	15
